Cust_Id,American Beauty,The Wedding Planner,Pirates of the Caribbean: The Curse of the Black Pearl,50 First Dates,What Women Want,The Bourne Supremacy,Lord of the Rings: The Fellowship of the Ring,Braveheart,Ghost,Men in Black II,The Last Samurai,Bruce Almighty,Shrek 2,Finding Nemo (Widescreen),The Sixth Sense,The Italian Job,Beijing Bicycle,Pearl Harbor,Pulp Fiction,Forrest Gump,Lord of the Rings: The Two Towers,Swordfish,Spider-Man 2,Lost in Translation,The Rock,Twister,Mystic River,John Q,Double Jeopardy,Men in Black,Two Weeks Notice,Troy,Gladiator,The Patriot,Lethal Weapon 4,Kill Bill: Vol. 1,How to Lose a Guy in 10 Days,The Shawshank Redemption: Special Edition,The Matrix,Ocean's Eleven,Independence Day,The Day After Tomorrow,Sweet Home Alabama,Con Air,The Green Mile,The Fugitive,Titanic,Indiana Jones and the Last Crusade,National Treasure,The Terminal
651230,3.0,,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,5.0,5.0,4.0,4.0,1.9219178082191781,2.0,1.0,4.0,5.0,3.0,5.0,,5.0,3.0,,,2.0,4.0,,3.0,5.0,3.0,4.0,,,5.0,5.0,3.0,5.0,3.0,,3.0,5.0,3.0,2.0,5.0,4.0,
655385,3.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.7545787545787546,5.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
663118,4.0,1.0,4.0,2.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,2.6726835138387486,5.0,4.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,1.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0
670488,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.614441416893733,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
682963,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,,2.0,3.0,3.0,3.0,4.0,3.0,3.271323529411765,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0
684531,4.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.1961722488038276,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0
684876,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,3.3821932681867537,3.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
686510,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.626801152737752,5.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0
691808,5.0,1.0,,3.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,3.2419354838709675,2.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,,2.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,,4.0,4.0,2.0,2.0,,2.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0
706832,4.0,5.0,5.0,,4.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.320644216691069,3.0,4.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0
716173,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.343126385809312,5.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
716874,4.0,,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.981838819523269,5.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,,5.0,5.0,5.0
717542,3.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,3.1725601131541725,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0
722591,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.468837209302325,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
727242,1.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,2.0,1.2008501594048884,2.0,1.0,5.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0
732363,4.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,3.182658959537572,3.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0
743633,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.405908096280087,5.0,3.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
752642,5.0,3.0,5.0,3.0,3.0,,2.0,4.0,3.0,3.0,2.0,3.0,,4.0,5.0,,2.1358087487283823,3.0,3.0,4.0,,2.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,,3.0
752853,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.7209302325581395,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0
753107,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.679144385026738,5.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0
753231,2.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.2906976744186047,5.0,3.0,5.0,5.0,3.0,3.0,,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0
754161,3.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.820301783264746,3.0,3.0,4.0,5.0,3.0,4.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0
768876,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,5.0,5.0,,4.0,4.0,5.0,5.0,,3.5612998522895127,5.0,4.0,5.0,,3.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,1.0,,,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0
769702,,4.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,2.610800744878957,3.0,,,5.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0
775020,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.9005602240896358,,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,,,2.0,3.0,5.0,5.0,4.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0
785992,4.0,,4.0,,3.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,3.4088952654232423,,4.0,5.0,5.0,3.0,5.0,,3.0,3.0,5.0,,,3.0,3.0,4.0,3.0,3.0,,4.0,,5.0,4.0,3.0,3.0,3.0,,3.0,5.0,4.0,3.0,5.0,3.0,5.0
786312,4.0,,4.0,1.0,,,,2.0,1.0,,2.0,2.0,3.0,4.0,4.0,1.0,2.803112840466926,2.0,3.0,1.0,,1.0,4.0,2.0,,2.0,3.0,1.0,1.0,3.0,2.0,,,,2.0,3.0,1.0,5.0,1.0,1.0,,,2.0,2.0,5.0,,1.0,,,
789014,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.055510860820595,4.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,,3.0,3.0,4.0,5.0,,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,4.0,3.0
789969,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,,3.0,3.0,5.0,5.0,4.0,3.0,3.2265135699373695,4.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0,5.0,5.0,,3.0,3.0,5.0,5.0,3.0,,5.0,4.0,5.0,,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,,3.0,5.0
794999,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.99625468164794,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
798296,4.0,,4.0,,1.0,,5.0,3.0,2.0,1.0,5.0,3.0,,,4.0,,1.980587909040488,2.0,5.0,2.0,5.0,2.0,,,,2.0,3.0,3.0,3.0,,,,2.0,,,,,5.0,,2.0,,,,,3.0,1.0,3.0,3.0,,
818752,5.0,3.0,1.0,3.0,2.0,3.0,,1.0,5.0,2.0,1.0,2.0,,,5.0,5.0,3.122574955908289,3.0,4.0,5.0,,3.0,,3.0,3.0,,5.0,2.0,4.0,,4.0,,3.0,2.0,,,2.0,5.0,,5.0,3.0,,3.0,,4.0,5.0,3.0,,2.0,3.0
823802,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.461118690313779,3.0,4.0,4.0,,4.0,5.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0
825353,2.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.3956284153005463,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
825819,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.3705128205128205,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0
826696,5.0,,4.0,3.0,3.0,4.0,5.0,4.0,2.0,,4.0,,,4.0,4.0,,3.333821376281113,,5.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,,3.0,5.0,,,5.0,,5.0,5.0,2.0,2.0,,2.0,1.0,5.0,4.0,4.0,4.0,,3.0
830370,,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,3.400556328233658,5.0,1.0,5.0,5.0,1.0,4.0,,5.0,4.0,,5.0,,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
831103,4.0,2.0,5.0,5.0,2.0,5.0,5.0,,5.0,3.0,5.0,2.0,3.0,5.0,5.0,4.0,3.8806970509383376,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,
832780,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,3.651925820256776,4.0,5.0,5.0,5.0,4.0,,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,
835265,,3.0,5.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.1188725490196076,4.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,3.0,5.0,1.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0
835353,,3.0,4.0,4.0,4.0,3.0,,4.0,4.0,,,4.0,4.0,5.0,4.0,4.0,3.926829268292683,3.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,,5.0,4.0,3.0,,4.0,,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,
837133,5.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,5.0,3.4642857142857144,1.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0
844028,5.0,5.0,1.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.640176600441501,4.0,3.0,5.0,5.0,5.0,,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,1.0,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,
860520,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.753889674681754,5.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
862596,4.0,3.0,4.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,2.6362790697674416,5.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0
864172,1.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,3.120950323974082,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0
873713,,,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.754654983570646,3.0,5.0,4.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,,5.0,5.0,1.0
877394,5.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,,,4.0,2.0,2.888888888888889,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0
883478,3.0,4.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,3.3266509433962264,3.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,4.0,3.0,,4.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0
893014,5.0,,5.0,4.0,3.0,5.0,5.0,5.0,,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.2696929238985315,,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,2.0,,3.0,,4.0,5.0,4.0,4.0,4.0,,5.0,5.0,4.0,3.0,4.0,,3.0,5.0,4.0,,5.0,4.0,3.0
901520,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.231227651966627,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0
908205,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,3.322508398656215,2.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0
922551,5.0,1.0,5.0,1.0,,3.0,5.0,3.0,1.0,5.0,2.0,1.0,4.0,4.0,3.0,4.0,2.934593023255814,1.0,5.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,,4.0,3.0,,4.0,2.0,4.0,4.0,2.0,5.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0
923631,5.0,,5.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,3.174074074074074,2.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,,2.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,2.0,,,5.0,3.0,4.0,5.0,2.0,4.0
929308,3.0,,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,,3.196271929824561,,4.0,4.0,3.0,3.0,2.0,3.0,3.0,,4.0,,,4.0,2.0,2.0,4.0,2.0,3.0,3.0,,4.0,3.0,3.0,4.0,,,3.0,4.0,4.0,1.0,4.0,,3.0
929407,4.0,1.0,4.0,,3.0,4.0,4.0,4.0,4.0,3.0,5.0,,,,4.0,4.0,3.4710860366713683,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0
946380,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,,5.0,3.0,2.997159090909091,2.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0
952063,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,4.0,,2.8360655737704916,,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,,4.0,2.0,,4.0,1.0,5.0,5.0,3.0,4.0,4.0,1.0,,,3.0,3.0,4.0,3.0,1.0
952156,5.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,3.0,2.8661016949152542,3.0,5.0,5.0,3.0,1.0,3.0,4.0,4.0,3.0,5.0,2.0,,1.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,4.0,2.0,,2.0,3.0,4.0,4.0,,4.0,1.0,4.0
954742,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,,,5.0,4.0,3.50561797752809,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,,4.0
958687,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.5725108225108224,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0
962019,,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2.4352941176470586,5.0,3.0,4.0,5.0,4.0,4.0,,4.0,4.0,,,,4.0,,5.0,5.0,3.0,4.0,5.0,5.0,,5.0,,4.0,5.0,1.0,4.0,,3.0,,5.0,5.0,
981753,,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,,5.0,3.3839611178614826,,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,,4.0,,5.0,5.0,5.0,4.0,5.0
998236,,,4.0,4.0,3.0,4.0,5.0,5.0,3.0,,4.0,3.0,3.0,4.0,4.0,3.0,3.600828729281768,4.0,4.0,5.0,5.0,4.0,,,4.0,3.0,,4.0,4.0,2.0,,3.0,4.0,3.0,2.0,4.0,,4.0,3.0,4.0,4.0,4.0,,3.0,4.0,4.0,2.0,4.0,4.0,3.0
998502,5.0,2.0,4.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,3.0,2.879008746355685,,5.0,3.0,4.0,3.0,,5.0,3.0,,,1.0,,4.0,1.0,3.0,5.0,3.0,1.0,5.0,1.0,4.0,5.0,3.0,5.0,1.0,1.0,3.0,2.0,3.0,,3.0,,1.0
1001129,2.0,3.0,3.0,,3.0,,,,,,,,,3.0,3.0,2.0,2.249566724436742,3.0,2.0,,4.0,2.0,,2.0,3.0,,3.0,,4.0,,3.0,,2.0,,,2.0,,,,2.0,,,3.0,,,,,4.0,,2.0
1001928,4.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,1.0,,3.0,4.0,4.0,4.0,2.0,3.3201754385964914,1.0,3.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,,3.0,2.0,,,,,2.0,4.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,,3.0,2.0
1002509,5.0,3.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,4.0,,5.0,2.2848904267589387,3.0,2.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,,5.0,5.0,4.0,5.0,4.0,,1.0,5.0,4.0
1007577,3.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0201438848920863,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
